No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source,SMILES_clean,PC1_acid_base_score,AcidBaseClass
,,Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3)nn(C)c2NCCCO)ccc1=O,,,,,,,,,,,,Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3)nn(C)c2NCCCO)ccc1=O,0.009127776634990672,Neutral
,,CC(C)(C)CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,,,,,,,,,,,,CC(C)(C)CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,0.009996033350246495,Neutral
,,Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3)nn3c2NCCC3)ccc1=O,,,,,,,,,,,,Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3)nn3c2NCCC3)ccc1=O,-0.005217824261381711,Neutral
,,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,,,,,,,,,,,,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,0.022098057806814855,Neutral
,,O=C(/C(=C/c1ccccc1Cl)c1cccc(C(F)(F)F)c1)N1CCN(c2ncccn2)CC1,,,,,,,,,,,,O=C(/C(=C/c1ccccc1Cl)c1cccc(C(F)(F)F)c1)N1CCN(c2ncccn2)CC1,-0.012226175953381225,Neutral
,,COc1ccccc1/C=C(/C(=O)N1CCN(c2ncccn2)CC1)c1ccc(F)cc1,,,,,,,,,,,,COc1ccccc1/C=C(/C(=O)N1CCN(c2ncccn2)CC1)c1ccc(F)cc1,-0.011283100578465086,Neutral
,,O=C(Cn1ccccc1=O)Nc1cc2ccccc2[nH]1,,,,,,,,,,,,O=C(Cn1ccccc1=O)Nc1cc2ccccc2[nH]1,-0.03156468973853719,Neutral
,,COC(=O)c1ccc2c(ccn2C(=O)c2ccccc2)c1,,,,,,,,,,,,COC(=O)c1ccc2c(ccn2C(=O)c2ccccc2)c1,-0.03789827332512765,Neutral
,,Cc1cc2cc(C)c1CCOC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1,,,,,,,,,,,,Cc1cc2cc(C)c1CCOC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1,0.04386233437466283,Neutral
,,C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)nc1,,,,,,,,,,,,C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)nc1,0.006117255437242662,Neutral
,,N#Cc1cccnc1N1CCN(CCCN2CCN(c3ccccc3)CC2)CC1,,,,,,,,,,,,N#Cc1cccnc1N1CCN(CCCN2CCN(c3ccccc3)CC2)CC1,-0.011379205331155298,Neutral
,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1OC1CCNCC1,,,,,,,,,,,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1OC1CCNCC1,-0.006438560076546051,Neutral
,,CC(=O)c1ccc(O)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1,,,,,,,,,,,,CC(=O)c1ccc(O)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1,-0.016303392705706094,Neutral
,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cccc2cc[nH]c12,,,,,,,,,,,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cccc2cc[nH]c12,-0.024221378241005093,Neutral
,,Nc1ccc(NC(=O)c2cc(Cl)ccc2O)c(Cl)c1,,,,,,,,,,,,Nc1ccc(NC(=O)c2cc(Cl)ccc2O)c(Cl)c1,-0.0309174780040672,Neutral
,,O=C(Nc1c(Cl)cc(F)cc1Cl)c1cc(Cl)ccc1O,,,,,,,,,,,,O=C(Nc1c(Cl)cc(F)cc1Cl)c1cc(Cl)ccc1O,-0.037617318113816335,Neutral
,,NS(=O)(=O)c1ccc(NC(=O)c2cc(Cl)ccc2O)cc1,,,,,,,,,,,,NS(=O)(=O)c1ccc(NC(=O)c2cc(Cl)ccc2O)cc1,-0.01954523937665524,Neutral
,,CC(=O)Nc1ccc(NC(=O)c2cc(Cl)ccc2O)c(Cl)c1,,,,,,,,,,,,CC(=O)Nc1ccc(NC(=O)c2cc(Cl)ccc2O)c(Cl)c1,-0.02459379051871735,Neutral
,,O=C(Nc1ccc(Cl)cc1Cl)c1cc(Cl)ccc1O,,,,,,,,,,,,O=C(Nc1ccc(Cl)cc1Cl)c1cc(Cl)ccc1O,-0.03927607171220059,Neutral
,,O=C(O)c1ccc2cc(CNC(=O)c3cnn4cccnc34)oc2c1,,,,,,,,,,,,O=C(O)c1ccc2cc(CNC(=O)c3cnn4cccnc34)oc2c1,-0.005227037539382616,Neutral
,,CC(Nc1cc(=O)n(C)c2ccc(Nc3ccnc(Cl)c3C#N)cc12)c1ncn(C)n1,,,,,,,,,,,,CC(Nc1cc(=O)n(C)c2ccc(Nc3ccnc(Cl)c3C#N)cc12)c1ncn(C)n1,0.014806975828688193,Neutral
,,CC(Nc1cc(=O)n(C)c2ccc(Nc3ccnc(Cl)c3C#N)cc12)c1ncc(C2CC2)cn1,,,,,,,,,,,,CC(Nc1cc(=O)n(C)c2ccc(Nc3ccnc(Cl)c3C#N)cc12)c1ncc(C2CC2)cn1,0.020960273779592274,Neutral
,,CNC(=O)c1csc2c(C(F)(F)F)cc(N3CCN(C(=O)COC(C)C)CC3)nc12,,,,,,,,,,,,CNC(=O)c1csc2c(C(F)(F)F)cc(N3CCN(C(=O)COC(C)C)CC3)nc12,-0.006176408019213689,Neutral
,,CC(=O)Nc1ccccc1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,,,,,,,,,,,,CC(=O)Nc1ccccc1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,-0.020226419084897848,Neutral
,,O=C(Nc1ccncc1Cl)c1cc(Cl)ccc1O,,,,,,,,,,,,O=C(Nc1ccncc1Cl)c1cc(Cl)ccc1O,-0.037530919002263026,Neutral
,,Cc1noc(C)c1-c1cc(Cl)c(Nc2cccc(CN3CCCOCC3)c2C(=O)O)c(C2CC2)c1,,,,,,,,,,,,Cc1noc(C)c1-c1cc(Cl)c(Nc2cccc(CN3CCCOCC3)c2C(=O)O)c(C2CC2)c1,0.016404361294903854,Neutral
,,O=C(Nc1cccc(C(F)(F)F)c1)NC1CCN(Cc2cccc(Cl)c2)CC1,,,,,,,,,,,,O=C(Nc1cccc(C(F)(F)F)c1)NC1CCN(Cc2cccc(Cl)c2)CC1,-0.02191644447157162,Neutral
,,CCCN1CCC(N(Cc2ccncc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1,,,,,,,,,,,,CCCN1CCC(N(Cc2ccncc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1,-0.017042166400881735,Neutral
,,O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CCC(F)(F)F)CC1,,,,,,,,,,,,O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CCC(F)(F)F)CC1,-0.01641593805590585,Neutral
,,CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)nc(NCCN)nc21)c1ccccc1,,,,,,,,,,,,CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)nc(NCCN)nc21)c1ccccc1,0.02377139930426784,Neutral
,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc([N+](=O)[O-])ccc1O,,,,,,,,,,,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc([N+](=O)[O-])ccc1O,-0.009932963342025787,Neutral
,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1,,,,,,,,,,,,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1,0.00363932018986497,Neutral
,,O=C(Nc1c(Cl)cc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,,,,,,,,,,,O=C(Nc1c(Cl)cc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-0.02196114670205618,Neutral
,,COc1cc([N+](=O)[O-])ccc1NC(=O)c1cc(Cl)ccc1O,,,,,,,,,,,,COc1cc([N+](=O)[O-])ccc1NC(=O)c1cc(Cl)ccc1O,-0.01874193225908919,Neutral
,,O=C(Nc1ncc([N+](=O)[O-])s1)c1cc(Cl)ccc1O,,,,,,,,,,,,O=C(Nc1ncc([N+](=O)[O-])s1)c1cc(Cl)ccc1O,-0.020473079553344257,Neutral
,,O=C(Nc1c(Cl)cccc1Cl)c1cc(Cl)ccc1O,,,,,,,,,,,,O=C(Nc1c(Cl)cccc1Cl)c1cc(Cl)ccc1O,-0.03927607171220059,Neutral
,,Cc1ccc(NC(=O)c2cc(Cl)ccc2O)cc1,,,,,,,,,,,,Cc1ccc(NC(=O)c2cc(Cl)ccc2O)cc1,-0.043050986262604916,Neutral
,,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,,,,,,,,,,,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.050129200400741224,Neutral
,,CC(C)c1cc(C(=O)N2CCc3nc(OCCN(C)C)ncc3C2)c(O)cc1O,,,,,,,,,,,,CC(C)c1cc(C(=O)N2CCc3nc(OCCN(C)C)ncc3C2)c(O)cc1O,0.001682970901069269,Neutral
,,CC(C)c1cc(C(=O)N2CCc3nc(OCCCN(C)C)ncc3C2)c(O)cc1O,,,,,,,,,,,,CC(C)c1cc(C(=O)N2CCc3nc(OCCCN(C)C)ncc3C2)c(O)cc1O,0.004761610878395527,Neutral
,,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCCCC4)ncc3C2)c(O)cc1O,,,,,,,,,,,,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCCCC4)ncc3C2)c(O)cc1O,0.00970196689341202,Neutral
,,CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCC[C@H]2c2cc3nc(N4CC(N)C4)cc1n3n2,,,,,,,,,,,,CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCC[C@H]2c2cc3nc(N4CC(N)C4)cc1n3n2,0.025600923616593843,Neutral
,,CC1(C)c2cccc(C(=O)NO)c2CN1c1ncc(C(F)(F)F)cn1,,,,,,,,,,,,CC1(C)c2cccc(C(=O)NO)c2CN1c1ncc(C(F)(F)F)cn1,-0.017888225893989248,Neutral
,,Cn1cc(C(=O)N2CC3(C2)CN(c2cncc(N4C(=O)c5ccc(Cl)cc5C4(C)C)c2)C3)cn1,,,,,,,,,,,,Cn1cc(C(=O)N2CC3(C2)CN(c2cncc(N4C(=O)c5ccc(Cl)cc5C4(C)C)c2)C3)cn1,0.0027693273650312624,Neutral
,,CN(C)[C@H]1CN(Cc2c(F)cccc2Cl)C[C@@H]1c1cn(C)c2ccccc12,,,,,,,,,,,,CN(C)[C@H]1CN(Cc2c(F)cccc2Cl)C[C@@H]1c1cn(C)c2ccccc12,-0.028954265507613323,Neutral
,,[2H]C([2H])([2H])c1nnn(C)c1-c1cc2c(cc1F)c1ncc(C(C)(C)O)cc1n2[C@H](c1ncccc1F)C1CCOCC1,,,,,,,,,,,,[2H]C([2H])([2H])c1nnn(C)c1-c1cc2c(cc1F)c1ncc(C(C)(C)O)cc1n2[C@H](c1ncccc1F)C1CCOCC1,0.025605862263888442,Neutral
,,COc1cc(CC(=O)N2CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC(N)=O)C(=O)CCSCc3ccc(cc3)C(=O)N[C@@H](CCCCN)CN(C(=O)CCC3CCCCC3)CC(=O)N[C@@H](Cc3ccccc3)CN(C(=O)CCc3ccccc3)CC(=O)N[C@@H](Cc3ccccc3)C2)cc(OC)c1,,,,,,,,,,,,COc1cc(CC(=O)N2CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC(N)=O)C(=O)CCSCc3ccc(cc3)C(=O)N[C@@H](CCCCN)CN(C(=O)CCC3CCCCC3)CC(=O)N[C@@H](Cc3ccccc3)CN(C(=O)CCc3ccccc3)CC(=O)N[C@@H](Cc3ccccc3)C2)cc(OC)c1,0.2141018745832047,Neutral
,,CC(C)(C)CNCCS(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,,,,,,,,,,,,CC(C)(C)CNCCS(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,0.06205049096133084,Neutral
,,CC(C)C(=O)NCCS(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,,,,,,,,,,,,CC(C)C(=O)NCCS(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,0.0640974151245921,Neutral
,,CC(C)OC(=O)NCCS(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,,,,,,,,,,,,CC(C)OC(=O)NCCS(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,0.06975361627628511,Neutral
,,c1ccc(OCc2cc(OC[C@@H]3CCCN3)no2)cc1,,,,,,,,,,,,c1ccc(OCc2cc(OC[C@@H]3CCCN3)no2)cc1,-0.025668954558613934,Neutral
,,CN1CCC[C@H]1COc1cc(COc2ccccc2)on1.Cl,,,,,,,,,,,,CN1CCC[C@H]1COc1cc(COc2ccccc2)on1.Cl,-0.026023753346867486,Neutral
,,CCCC(N)C(=O)NCCc1ccc(-c2ccc(Cl)c(Cl)c2)cc1.Cl,,,,,,,,,,,,CCCC(N)C(=O)NCCc1ccc(-c2ccc(Cl)c(Cl)c2)cc1.Cl,-0.022147975775083283,Neutral
,,COc1cc(OC)cc(-c2cncc(-c3nc4cc(C)ccc4[nH]3)c2N2CCC(N)CC2)c1,,,,,,,,,,,,COc1cc(OC)cc(-c2cncc(-c3nc4cc(C)ccc4[nH]3)c2N2CCC(N)CC2)c1,0.008964792696784385,Neutral
,,CCOC(=O)c1ccc(-n2c(/C=C3\OC(=O)c4c3cc(C)[nH]c4=O)ccc2CO)cc1,,,,,,,,,,,,CCOC(=O)c1ccc(-n2c(/C=C3\OC(=O)c4c3cc(C)[nH]c4=O)ccc2CO)cc1,0.007929372382802589,Neutral
,,Nc1cc([C@H](CCNCc2ccccc2C(F)(F)F)c2ccccc2)c2nn[nH]c2n1,,,,,,,,,,,,Nc1cc([C@H](CCNCc2ccccc2C(F)(F)F)c2ccccc2)c2nn[nH]c2n1,0.007111126068224818,Neutral
,,Nc1cc([C@H](CCN[C@@H]2CC[C@@H](c3ccccc3)C2)c2ccccc2)c2nn[nH]c2n1,,,,,,,,,,,,Nc1cc([C@H](CCN[C@@H]2CC[C@@H](c3ccccc3)C2)c2ccccc2)c2nn[nH]c2n1,0.0100339573824935,Neutral
,,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,,,,,,,,,,,,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,-0.0062108613776902305,Neutral
,,COCCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,,,,,,,,,,,,COCCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,0.0011538356839130106,Neutral
,,COCCOc1nc2c(c(OC(C)C)n1)CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,,,,,,,,,,,,COCCOc1nc2c(c(OC(C)C)n1)CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,0.01427489807123382,Neutral
,,CCN(CC)CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,,,,,,,,,,,,CCN(CC)CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,0.007840250855721789,Neutral
,,CNc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,,,,,,,,,,,,CNc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,0.013358646321260863,Neutral
,,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cccc4ccncc34)nn2)cc1,,,,,,,,,,,,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cccc4ccncc34)nn2)cc1,-0.01077500511150112,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,0.0444859528203962,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3c(C)cccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3c(C)cccc3o2)N1,0.034995815386915485,Neutral
,,CC1=C(C(=O)Nc2cc(CO)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(CO)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.03134985036902543,Neutral
,,CC1=C(C(=O)Nc2ccc(C#N)cn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2ccc(C#N)cn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.02679736800303209,Neutral
,,CC1=C(C(=O)Nc2cc(-c3nn[nH]n3)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(-c3nn[nH]n3)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.04908133445247734,Neutral
,,COc1ccc(C2N=C(Nc3nc4ccc(F)cc4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,,,,,,,,,,,,COc1ccc(C2N=C(Nc3nc4ccc(F)cc4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,0.04364869797867105,Neutral
,,Cc1ccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CCNCC3)C2)cc1,,,,,,,,,,,,Cc1ccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CCNCC3)C2)cc1,-0.02276342608252243,Neutral
,,Cc1cccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CCNCC3)C2)c1,,,,,,,,,,,,Cc1cccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CCNCC3)C2)c1,-0.022763426082522433,Neutral
,,Cc1ccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CC4CNC3C4)C2)cc1,,,,,,,,,,,,Cc1ccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CC4CNC3C4)C2)cc1,-0.017863176653098327,Neutral
,,N#Cc1ccc(COc2ccc3nc(C(=O)N4CCNCC4)ccc3c2)cc1,,,,,,,,,,,,N#Cc1ccc(COc2ccc3nc(C(=O)N4CCNCC4)ccc3c2)cc1,-0.011486964759480366,Neutral
,,O=C(c1ccc2cc(Oc3ccc(S(=O)(=O)C(F)(F)F)cc3)ccc2n1)N1CCNCC1,,,,,,,,,,,,O=C(c1ccc2cc(Oc3ccc(S(=O)(=O)C(F)(F)F)cc3)ccc2n1)N1CCNCC1,0.00041077342318890603,Neutral
,,O=C(c1ccc2cc(Oc3ccc(C(F)F)cn3)ccc2n1)N1CCNCC1,,,,,,,,,,,,O=C(c1ccc2cc(Oc3ccc(C(F)F)cn3)ccc2n1)N1CCNCC1,-0.012157104204071964,Neutral
,,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@H](F)C1,,,,,,,,,,,,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@H](F)C1,-0.019324931757397544,Neutral
,,COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2cc(-c3ccc(Cl)cc3)on2)c(F)c1,,,,,,,,,,,,COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2cc(-c3ccc(Cl)cc3)on2)c(F)c1,-0.0033637726981413287,Neutral
,,N#Cc1cccnc1N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,,,,,,,,,,,,N#Cc1cccnc1N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,-0.006092463681041273,Neutral
,,Clc1cccc2c1Oc1cc(N3CCCC3)ccc1C2C1COC1,,,,,,,,,,,,Clc1cccc2c1Oc1cc(N3CCCC3)ccc1C2C1COC1,-0.03130853111408232,Neutral
,,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1c2ccccc2CN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,,,,,,,,,,,,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1c2ccccc2CN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,0.0075560551917655625,Neutral
,,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1COCCN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,,,,,,,,,,,,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1COCCN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,0.003681858729863682,Neutral
,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(CC5CCNCC5)c(C(F)(F)F)c4)c(F)c3)c2cc1OC,,,,,,,,,,,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(CC5CCNCC5)c(C(F)(F)F)c4)c(F)c3)c2cc1OC,0.03333787627523321,Neutral
,,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,,,,,,,,,,,,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,0.01738532068012602,Neutral
,,O=C(O)c1cc(-c2ccc(Cl)c(OC3CC3)c2)ncn1,,,,,,,,,,,,O=C(O)c1cc(-c2ccc(Cl)c(OC3CC3)c2)ncn1,-0.02836463189841504,Neutral
,,NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12.O=C(O)C(F)(F)F,,,,,,,,,,,,NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12.O=C(O)C(F)(F)F,0.0018666651661920603,Neutral
,,CC1CC(O)CCC1NC(=O)NCCCCc1ccccc1,,,,,,,,,,,,CC1CC(O)CCC1NC(=O)NCCCCc1ccccc1,-0.02712908501620336,Neutral
,,O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,,,,,,,,,,,,O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,-0.03193563798893964,Neutral
,,C#CCn1nnc2c(-c3nc(C)cs3)ncn2c1=O,,,,,,,,,,,,C#CCn1nnc2c(-c3nc(C)cs3)ncn2c1=O,-0.025393956107653135,Neutral
,,NC(=O)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,,,,,,,,,,,,NC(=O)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,0.008764535678192662,Neutral
,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,,,,,,,,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-0.03240302727809987,Neutral
,,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,,,,,,,,,,,,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,0.024640786024939777,Neutral
,,CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)C(C)C)ccc1OC(C)C,,,,,,,,,,,,CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)C(C)C)ccc1OC(C)C,0.04510862366438173,Neutral
,,COc1cccc(OC)c1-n1c(CCC(C)C)nc(=O)c(S(=O)(=O)c2ccc(-c3ccc(F)nc3)cc2)c1O,,,,,,,,,,,,COc1cccc(OC)c1-n1c(CCC(C)C)nc(=O)c(S(=O)(=O)c2ccc(-c3ccc(F)nc3)cc2)c1O,0.030578857459364055,Neutral
,,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C5CC5)[nH]4)cc3)cc2)[nH]1)C1CC1,,,,,,,,,,,,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C5CC5)[nH]4)cc3)cc2)[nH]1)C1CC1,0.0827714990329422,Neutral
,,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)CNC(C)=O)[nH]4)cc3)cc2)[nH]1)c1ccccc1,,,,,,,,,,,,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)CNC(C)=O)[nH]4)cc3)cc2)[nH]1)c1ccccc1,0.07188656279420255,Neutral
,,O=C([C@@H](c1ccccc1)N1CCCC1)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)N5CCCC5)[nH]4)cc3)cc2)[nH]1,,,,,,,,,,,,O=C([C@@H](c1ccccc1)N1CCCC1)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)N5CCCC5)[nH]4)cc3)cc2)[nH]1,0.07669940540346384,Neutral
,,CN(C)[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H]5CCCO5)[nH]4)cc3)cc2)[nH]1)c1ccccc1,,,,,,,,,,,,CN(C)[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H]5CCCO5)[nH]4)cc3)cc2)[nH]1)c1ccccc1,0.05438694295901598,Neutral
