Molecule ChEMBL ID,SMILES,Standard Type,Standard Relation,Standard Value,Final Value(10^-6),log Pe,Result,Standard Units,Comment,Assay Description
CHEMBL76954,COc1ccc2nc3cc(Cl)ccc3c(N)c2c1,Peff,'=',14.81,14.81,-4.829444941,1,ucm/s,,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
CHEMBL3961924,COc1ccc(CN(Cc2ccc(OC)cc2)Cc2ccc(-n3ncc(C(=O)O)c3N)cc2)cc1,Pm,'=',125,12.5,-4.903089987,1,nm/s,,Intrinsic permeability of compound at 50 uM at pH 7.4 after 16 hrs by PAMPA assay
CHEMBL4637909,Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,Papp,'=',14.3,14.3,-4.844663963,1,10^-6 cm/s,,Apparent permeability of the compound at 5 uM measured after 4 hrs at pH 7.4 by PAMPA
CHEMBL4639987,Cc1cc(S(=O)(=O)Nc2ccncn2)c(F)cc1O[C@H]1CCCC[C@@H]1c1ccnn1C,Papp,'=',6.7,6.7,-5.173925197,1,10^-6 cm/s,,Apparent permeability of the compound at 5 uM measured after 4 hrs at pH 7.4 by PAMPA
CHEMBL2153298,COc1ccc(CN2CCC(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)CC2)cc1,Peff,'=',7.54,7.54,-5.122628654,1,ucm/s,,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
CHEMBL2153288,CCN1CCN(c2ccc(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)cc2)CC1,Peff,'=',6.13,6.13,-5.212539525,1,ucm/s,,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
CHEMBL5413691,CCCCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CN(C[C@H](CC(C)C)NC(=O)CN(C[C@H](CCC(=O)O)NC(=O)CN(C[C@@H](NC(=O)CN(C[C@H](CCCCN)NC(=O)CN(C[C@H](Cc1ccc(O)cc1)NC(=O)CN(C[C@H](CCC(=O)O)NC(=O)CN(C[C@@H](NC(=O)CN(C[C@H](CCCCN)NC(=O)CN(C[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN(C[C@H](CCC(=O)O)NC(=O)CN(C[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN(C[C@H](CCSC)NC(C)=O)S(=O)(=O)c1ccc(OC)cc1)S(=O)(=O)CC(C)C)S(=O)(=O)c1ccc(C(=O)O)cc1)S(=O)(=O)CC(C)C)S(=O)(=O)CCN)[C@H](C)CC)S(=O)(=O)CC(C)C)S(=O)(=O)c1ccc(C(=O)O)cc1)S(=O)(=O)CC(C)C)S(=O)(=O)CCN)[C@H](C)CC)S(=O)(=O)CC(C)C)S(=O)(=O)c1ccc(C(=O)O)cc1)S(=O)(=O)CC(C)C)C(N)=O,Papp,'=',609.92,609.92,-3.214727125,1,10^-6 cm/s,,Apparent permeability of the compound across gastrointestinal tract in PBS buffer at pH 5 at 50 uM by PAMPA analysis
CHEMBL5399553,Cc1ccc(Sc2cc(C(=O)N3Cc4ccc(OCCC[N+](C)(C)C)cc4C3)ccc2O)cc1C.O=C([O-])C(F)(F)F,Peff,'=',6.436,0.6436,-6.191383965,1,10^-7 cm/s,,Effective permeability of compound in PBS buffer at pH 7.4 incubated for 5 hrs by PAMPA assay
CHEMBL512898,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(N4CCN(C)CC4)cc3)c2c1,Peff,'=',8.13,8.13,-5.089909454,1,ucm/s,,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
CHEMBL5082933,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)(F)F,permeability,'=',339,33.9,-4.469800302,1,nm/s,,Permeability of compound at pH 5.5 measured after 4 hrs by PAMPA assay
CHEMBL3956126,CCN(Cc1ccc(/C=C2\COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1OC,permeability,'=',6.05,6.05,-5.218244625,1,10^-6 cm/s,,Permeability of the compound at 100 ug/ml after 18 hrs by PAMPA assay
CHEMBL5169502,COc1ccc(C2CC(c3ccc(-c4ccccc4)cc3)=NN2C(C)=O)cc1OC,Papp,'=',9.02,9.02,-5.044793462,1,10^-6 cm/s,,Apparent permeability of compound across gastrointestinal tract mimic in PBS buffer incubated for 5 hrs by PAMPA assay based HPLC analysis
CHEMBL5191224,COc1ccc(OC)c(C2=NN(C(C)=O)C(c3ccc(-c4ccccc4)cc3)C2)c1,Papp,'=',6.87,6.87,-5.163043263,1,10^-6 cm/s,,Apparent permeability of compound across gastrointestinal tract mimic in PBS buffer incubated for 5 hrs by PAMPA assay based HPLC analysis
CHEMBL5185580,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc(-c2ccccc2)cc1,Papp,'=',5.47,5.47,-5.262012674,1,10^-6 cm/s,,Apparent permeability of compound across gastrointestinal tract mimic in PBS buffer incubated for 5 hrs by PAMPA assay based HPLC analysis
CHEMBL5193271,COc1cc(Nc2ncc(CCc3c(F)c(OC)cc(OC)c3F)cn2)ccc1N1CCN(C)CC1,permeability,'>',30,30,-4.522878745,1,10^-6 cm/s,,Permeability of the compound in aqueous buffer at pH 6.5 incubated for 2 hrs by PAMPA based HPLC analysis
CHEMBL5180826,CC(=O)Nc1ccc(Nc2ncnc(NCCC(=O)OC(C)(C)C)n2)cc1,Papp,'=',0.94,0.94,-6.026872146,1,10^-6 cm/s,,Permeability of the compound in PBS at pH 7.4 incubated for 5 hrs by LC/MS based PAMPA assay
CHEMBL5180427,CC(=O)N[C@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@@H](C(=O)NCC(F)(F)F)NC(=O)[C@H](CCc2ccccc2)NC1=O,permeability,'=',151,15.1,-4.821023053,1,nm/s,,Permeability of the compound in PRISMA HT buffer at pH 7.4 at 10 uM incubated for 3 hrs by PAMPA based LC/MS/MS analysis
CHEMBL4127445,N#Cc1ccc2[nH]cc(C(=O)CCCN3CCN(c4ccc5nc6c(c(N)c5c4)CCCC6)CC3)c2c1,Peff,'=',1.04,1.04,-5.982966661,1,10^-6 cm/s,,Effective permeability of the compound in PBS/ethanol buffer after 12 hrs by PAMPA
CHEMBL4210033,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3n2)o1,Peff,'=',8.3,0.83,-6.080921908,1,nm/s,,Permeability of the compound at 50 uM after 18 hrs by PAMPA
CHEMBL4203133,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1,Peff,'=',12,1.2,-5.920818754,1,nm/s,,Permeability of the compound at 50 uM after 18 hrs by PAMPA
CHEMBL4228268,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nc(C(=O)NCCN)cs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,permeability,'=',0.056,0.056,-7.251811973,1,10^-6 cm/s,,Permeability of the compound at 200 umol/L after 5 hrs by PAMPA
CHEMBL4226337,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nc(C(=O)N(C)CCN)cs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,permeability,'=',0.072,0.072,-7.142667504,1,10^-6 cm/s,,Permeability of the compound at 200 umol/L after 5 hrs by PAMPA
CHEMBL4453747,COc1ncc(N2CCc3ncnc(-c4ccnc(NC5CCN(C)CC5)c4)c3C2)cc1C,permeability,'=',9.3,9.3,-5.031517051,1,10^-6 cm/s,,Permeability of the compound at 50 uM after 2 hrs by PAMPA
CHEMBL5183632,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,'=',0.29,0.29,-6.537602002,1,10^-6 cm/s,,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis
CHEMBL2436444,Fc1ccc(-n2cc(-c3cnn4ccc(C5CCCNC5)nc34)cn2)cc1,Papp,'=',217,21.7,-4.663540266,1,nm/s,,Apparent permeability of the compound at 50 to 200 uM after 5 hrs by PAMPA
CHEMBL3763535,O=c1oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,permeability,'=',16.21,16.21,-4.790216985,1,ucm/s,,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA
CHEMBL4065018,O=C1Nc2cc(=O)n(Cc3ccccc3)cc2CN1c1cccc(OCc2ccccc2)c1,permeability,'=',311,31.1,-4.507239611,1,nm/s,,Permeability of the compound at 10 uM at pH 7.4 after 3 hrs by PAMPA
CHEMBL4070179,O=C1Nc2cc(=O)n(Cc3ccccc3)cc2CN1c1cccc(OCc2ccccn2)c1,permeability,'=',273,27.3,-4.563837353,1,nm/s,,Permeability of the compound at 10 uM at pH 7.4 after 3 hrs by PAMPA
CHEMBL4098025,CSc1nc(N(CCc2ccccc2)C(=O)OCCN2CCN(C)CC2)c2cnn(CC(Cl)c3ccccc3)c2n1,Papp,'=',0.85,0.85,-6.070581074,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL4060917,CSc1nc(N(C(=O)OC(Cc2ccccc2)CN2CCN(C)CC2)c2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1,Papp,'=',2.32,2.32,-5.634512015,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL4548551,CN(C)Cc1cc2nc(-c3ccc(F)cc3)c(-c3ccnc(N)n3)n2cn1,Papp,'=',58,5.8,-5.236572006,1,nm/s,,Apparent permeability of the compound in phosphate buffer saline at 50 to 200 uM after 5 hrs by PAMPA
CHEMBL4228381,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nc(C(=O)N(C)CCNC)cs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,permeability,'<',0.001,0.001,-9,0,10^-6 cm/s,,Permeability of the compound at 200 umol/L after 5 hrs by PAMPA
CHEMBL4225187,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nc(C(=O)OCCS)cs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,permeability,'=',0.005,0.005,-8.301029996,0,10^-6 cm/s,,Permeability of the compound at 200 umol/L after 5 hrs by PAMPA
CHEMBL4101303,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3cccc(Cl)c3)C=C1C(N)=O)C2,Peff,'=',25.6,25.6,-4.591760035,1,10^-6 cm/s,,Effective permeability of compound at pH 7.4 at 100 uM after 4 hrs by PAMPA
CHEMBL4127672,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)c[nH]3)[nH]c(=O)c2C#N)c1,permeability,'=',2.8,2.8,-5.552841969,1,ucm/s,,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
CHEMBL3425625,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,'=',0.41,0.41,-6.387216143,1,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL3425628,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Papp,'=',0.02,0.02,-7.698970004,1,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL3425630,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,Papp,'=',0.01,0.01,-8,0,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL3425635,CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N(C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,Papp,'=',0.93,0.93,-6.031517051,1,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL3425653,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Papp,'=',0.02,0.02,-7.698970004,1,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL2419688,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,permeability,'=',6.99,6.99,-5.155522824,1,ucm/s,,Permeability of the compound at 1 mg/ml after 4 hrs by PAMPA
CHEMBL2419686,N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1Cl,permeability,'=',8.52,8.52,-5.069560405,1,ucm/s,,Permeability of the compound at 1 mg/ml after 4 hrs by PAMPA
CHEMBL33051,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],permeability,'=',0.84,0.84,-6.075720714,1,10^-6 cm/s,,Permeability of the compound at 100 uM after 3 to 6 hrs by PAMPA assay
CHEMBL4129873,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4cccc(-c5cccnc5F)c4)cs3)[nH]c(=O)c2C#N)c1,permeability,'=',0.04,0.04,-7.397940009,1,ucm/s,,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA
CHEMBL4075264,O=C(Cc1ccc(F)cc1B(O)O)N1CCC(Oc2ccc(C(F)(F)F)cn2)CC1,Peff,'>',50,50,-4.301029996,1,10^-6 cm/s,,Effective permeability of the compound in prisma HT buffer at 10 mM at pH 7.4 after 4 hrs by PAMPA
CHEMBL5169936,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,permeability,'=',1.9,0.19,-6.721246399,1,10^-7 cm/s,,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method
CHEMBL4059566,CSc1nc(N(C(=O)OCCN2CCN(C)CC2)c2cccc(Cl)c2)c2cnn(CCc3ccccc3)c2n1,Papp,'=',4.69,4.69,-5.328827157,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL4080000,CN1CCN(CCOC(=O)N(c2ccccc2)c2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)CC1,Papp,'=',9.91,9.91,-5.003926346,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL4090317,CSc1nc(N(C(=O)OCCN2CCN(C)CC2)c2cccc(Cl)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,Papp,'=',4.95,4.95,-5.305394801,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL411043,ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,Papp,'=',11.08,11.08,-4.95546024,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL1836673,CSc1nc(Nc2cccc(Cl)c2)c2cnn(CCc3ccccc3)c2n1,Papp,'=',0.25,0.25,-6.602059991,1,ucm/s,,Apparent permeability at 500 uM after 5 hrs by Gastro-intestinal-based PAMPA
CHEMBL4089531,c1ccc2c(c1)CN[C@@H](CN(Cc1ccc(CNC3CCOCC3)cc1)[C@H]1CCCc3cccnc31)C2,permeability,'=',92,9.2,-5.036212173,1,nm/s,,Permeability of the compound at pH 7.4 at 100 uM after 4 hrs by PAMPA
CHEMBL4094123,FC1(F)CCC(NC/C=C/CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,permeability,'=',49,4.9,-5.30980392,1,nm/s,,Permeability of the compound at pH 7.4 at 100 uM after 4 hrs by PAMPA
CHEMBL4866040,C#CCNC1=CC(=O)c2cccc(OC)c2C1=O,permeability,'=',18.8,18.8,-4.725842151,1,10^-6 cm/s,,Permeability of compound at pH 7.4 measured after 6 hrs by PAMPA assay
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,permeability,'=',18,18,-4.744727495,1,10^-6 cm/s,,Permeability of compound at pH 7.4 measured after 6 hrs by PAMPA assay
CHEMBL4084920,NCc1ccccc1CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,permeability,'=',184,18.4,-4.735182177,1,nm/s,,Permeability of the compound at pH 5.5 at 100 uM after 4 hrs by PAMPA
CHEMBL4059622,c1ccc2c(c1)CN[C@@H](CN(Cc1ccc(CNCC3CCOCC3)cc1)[C@H]1CCCc3cccnc31)C2,permeability,'=',9,0.9,-6.045757491,1,nm/s,,Permeability of the compound at pH 5.5 at 100 uM after 4 hrs by PAMPA
CHEMBL4073818,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNCC1CCOCC1,permeability,'=',62,6.2,-5.207608311,1,nm/s,,Permeability of the compound at pH 5.5 at 100 uM after 4 hrs by PAMPA
CHEMBL3427794,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,Papp,'=',3.83,3.83,-5.416801226,1,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL5170001,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,Papp,'=',1.5,1.5,-5.823908741,1,10^-6 cm/s,,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
CHEMBL3576972,C/C1=C\[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,Peff,'=',10,10,-5,1,ucm/s,,Permeability of the compound at 10 uM after 5 hrs by LC-MS detection based PAMPA method
CHEMBL5174055,CC(C)C[C@@H]1NC(=O)C(C2CCCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)C(CC2CCCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Papp,'=',14,14,-4.853871964,1,10^-6 cm/s,,Apparent permeability of the compound after 15 hrs by UPLC-MS based PAMPA
CHEMBL3597619,Cc1c(Cl)cccc1CCCCOc1ccc(C#Cc2cccc3c(CC(=O)O)c(C)n(CCC(=O)O)c23)cc1,Papp,'=',7.2,7.2,-5.142667504,1,ucm/s,,Apparent permeability of the compound at 50 uM at pH 7.4 after 4 hrs by PAMPA
CHEMBL3597522,O=C(O)CCCc1cn(CC(=O)O)c2c(/C=C/c3ccc(OCCCCOc4ccccc4)cc3)cccc12,Papp,'<',0.05,0.05,-7.301029996,1,ucm/s,,Apparent permeability of the compound at 50 uM at pH 7.4 after 4 hrs by PAMPA
CHEMBL3735104,Oc1ccc2cc(-c3cc(Cl)c(O)c4ncccc34)oc2c1,permeability,'=',17.9,17.9,-4.747146969,1,10^-6 cm/s,,Permeability of the compound at 100 ug/ml after 10 hrs by PAMPA assay
CHEMBL3823900,O=C(Nc1ccc(O)cc1)Nc1nc2ccc(F)cc2s1,Peff,'=',2.2,2.2,-5.657577319,1,10^-6 cm/s,,Effective permeability of the compound at 100 uM at pH 7.4 after 3 to 6 hrs by PAMPA
CHEMBL565220,CC1(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)[nH]2)CCCCN1,permeability,'=',1.9,1.9,-5.721246399,1,10'6cm/s,,Passive membrane permeability across the PAMPA using pre coated plate based method
CHEMBL3951940,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(-c3ccnn3C)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,permeability,'=',59,5.9,-5.229147988,1,nm/s,,Permeability coefficient of the compound at 100 uM after 4 hrs by PAMPA
CHEMBL3425643,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,Papp,'=',0.37,0.37,-6.431798276,1,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL3425644,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,Papp,'=',0.01,0.01,-8,0,10^-6 cm/s,,Apparent permeability of the compound at 50 uM after 5 hrs by PAMPA method
CHEMBL3400919,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,permeability,'=',415,41.5,-4.381951903,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL3400920,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,permeability,'=',144,14.4,-4.841637508,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL3400932,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,permeability,'<',6.5,0.65,-6.187086643,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL4741857,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccccc2)CC1,permeability,'=',8.6,8.6,-5.065501549,1,10^-6 cm/s,,Permeability of the compound at 100 uM measured after 40 mins by PAMPA
CHEMBL4094400,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNC1CCC(F)(F)CC1,permeability,'=',22,2.2,-5.657577319,1,nm/s,,Permeability of the compound at pH 7.4 at 100 uM after 4 hrs by PAMPA
CHEMBL4086662,CC1(C)CCC(NCC(C)(C)CCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,permeability,'=',28,2.8,-5.552841969,1,nm/s,,Permeability of the compound at pH 7.4 at 100 uM after 4 hrs by PAMPA
CHEMBL4250271,COc1ncc(-c2cc(OC[C@@H]3CCCN(CCC4CCOCC4)C3)c3cnn(C)c3n2)cc1NS(C)(=O)=O,permeability,'=',22,22,-4.657577319,1,ucm/s,,Permeability of the compound at 50 uM after 2 hrs by HPLC based PAMPA
CHEMBL4554666,Fc1ccc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,Peff,'=',13.2,13.2,-4.879426069,1,ucm/s,,Permeability of the compound at 100 ug/ml incubated for 120 mins by PAMPA
CHEMBL4527770,COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,Peff,'=',8.4,8.4,-5.075720714,1,ucm/s,,Permeability of the compound at 100 ug/ml incubated for 120 mins by PAMPA
CHEMBL4544950,COc1ccc(-c2nc(NC3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,Peff,'=',8.6,8.6,-5.065501549,1,ucm/s,,Permeability of the compound at 100 ug/ml incubated for 120 mins by PAMPA
CHEMBL4467782,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(CC)cc4)cc3)C[C@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,Papp,'=',1.62,1.62,-5.790484985,1,10^-6 cm/s,,Apparent permeability of compound at 10 uM at pH 7.4 after 12 hrs by PAMPA
CHEMBL2420507,N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3cccc(O)c3)c2c1,Peff,'=',0.01,0.01,-8,0,10^-6 cm/s,,Effective permeability of the compound at 10 uM after 5 hrs by PAMPA
CHEMBL5291293,CC(C)[C@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,Papp,'=',0.9,0.09,-7.045757491,1,nm/s,,Apparent membrane permeability of the compound in PBS buffer at pH 7.4 measured after 24 hrs by PAMPA assay
CHEMBL4439889,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(F)c(Cl)c1,Peff,'=',109.9,109.9,-3.959002308,1,10^-6 cm/s,,Effective permeability of the compound in prisma HT buffer at 10 mM at pH 7.4 after 4 hrs by PAMPA
CHEMBL4745328,COc1ccc2cc3[n+](cc2c1OCc1ccc([N+](=O)[O-])cc1)CCc1cc2c(cc1-3)OCO2.[Br-],permeability,'=',1.4,1.4,-5.853871964,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 measured after 6 hrs by PAMPA method
CHEMBL4747577,COc1ccc2cc3[n+](cc2c1OCc1ccc2ccccc2c1)CCc1cc2c(cc1-3)OCO2.[Br-],permeability,'=',0.8,0.8,-6.096910013,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 measured after 6 hrs by PAMPA method
