Molecule ChEMBL ID,SMILES,Standard Type,Standard Relation,Standard Value,Final Value(10^-6),log Pe,Result,Standard Units,Comment,Assay Description
Pub-00-049-1,C1CN(CCC1C(=O)N)C2=NN=C(S2)C3=CC=C(C=C3)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-2,C1CN(CCC1C(=O)N2CCC(CC2)N3CC4=CC=CC=C4C3=O)C(=O)C5=CC=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-3,C1CN(CCC1C(=O)N2CCNCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-4,C1CN(CCC1C(=O)N2CCOCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-5,C1CN(CCC1C(=O)NC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-6,C1CN(CCC1C(=O)NCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-7,C1CN(CCC1C(=O)NCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-8,C1CN(CCC1C(=O)NCCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-049-9,C1CN(CCC1C(=O)NCCCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-0,C1CN(CCC1C2=NN(C(=O)N2)C3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-1,C1CN(CCC1C2=NNN=N2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-2,C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)C(=O)C4CC(=O)N(C4)C5=NNC6=CC=CC=C65,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-3,C1CN(CCC1CC2=NC(=NO2)C3=NC=CN=C3)C(=O)C4=CC5=C(C=C4)OCO5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-4,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-5,C1CN(CCC1CNC(=O)NC2=CC(=C(C=C2)F)Cl)CC3=CC(=CC=C3)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-6,C1CN(CCC1CNC2=NC(=NC=C2F)C3=CC=CC=C3C(F)F)C4=NC=CN=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-7,C1CN(CCC1COC2=CC=CC3=C2C(=NC(=N3)N)N)CC4=CC=CC=C4F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-8,C1CN(CCC1N)C2=NC(=CS2)C3=CC=C(C=C3)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-050-9,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-0,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=C(C=C4)Cl)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-1,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=CC(=C4)Cl)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-2,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-3,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CN=CC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-4,C1CN(CCN(C1)C2=CC3=C(C=CC(=C3N=C2)O)C(=O)O)CCC4=CC=CC5=CC=CC=C54,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-5,C1CN(CCN(C1)C2=CC=C(C=C2)F)CC3[C@H]4[C@@H]3CNC4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-6,C1CN(CCN(C1)C2=NC=C(C=C2)C(F)(F)F)CC3=CC(=O)N4C=CC=CC4=N3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-7,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=CC=C4)NC(=O)CN,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-8,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=CN=C4)NC(=O)CN,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-051-9,C1CN(CCN1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O)[O-],,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-0,C1CN(CCN1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)[O-],,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-1,C1CN(CCN1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-],,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-2,C1CN(CCN1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-3,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-4,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)CCCCN3C(=O)C4=C(C=CS4)NC3=O,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-5,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=S)C3=CC=C(C=C3)O,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-6,C1CN(CCN1C2=CC=C(C=C2)C(F)(F)F)C(=S)NC3=CC=CC=N3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-7,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC(=CN=C3)Br)C(=O)C4=CC=CC=C4F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-8,C1CN(CCN1C2=CC=C(C=C2)O)C(=O)C3=CC4=CC=CC=C4C=C3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-052-9,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=S)NC3=CC=CC=N3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-0,C1CN(CCN1C2=CC=CC=C2)S(=O)(=O)C3=CN=C(N=C3)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-1,C1CN(CCN1C2=CC=CC=C2F)C(=O)C3=C(N(N=C3)C4=CC(=CC=C4)F)N5C=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-2,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C4=CC=CC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-3,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C4=CC=CO4,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-4,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-5,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-6,C1CN(CCN1C2=NC(=NC3=CC=CC=C32)C4=CC=CS4)S(=O)(=O)C5=CC6=CC=CC=C6C=C5,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-7,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=NC(=C4N3C=CC=C4)C5=CN=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-8,C1CN(CCN1CC2=CC=CC=C2)C(=O)[C@H](CC3=CC=C(C=C3)O[S+](=O)(C4=CC=CC5=C4C=CN=C5)[O-])N[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-053-9,C1CN(CCN1CCOCC(=O)N)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-0,C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-1,C1CN2C=C(C3=CC=CC(=C32)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-2,C1CN2CCC1C(C2C(C3=CC=CC=C3)C4=CC=CC=C4)NCC5=CC=CC=C5I,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-3,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC(=C(C=C5)Cl)C(F)(F)F)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-4,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=C(C=C5)Cl)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-5,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=CC(=C5)C#N)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-6,C1CNC2=C1C=CC=C2CNC3=CC=C(C=C3)[S+](=O)(NC4=NC=CS4)[O-],,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-7,C1CNCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-8,C1CNCC=C1C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-054-9,C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-0,C1CNCCC1C2=CC=C(C=C2)NCC3=CC=C(O3)C4=CC=C(C=C4)C#N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-1,C1CNCCC1C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-2,C1CNCCC1C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)[O-],,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-3,C1CNCCC1C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-],,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-4,C1CNCCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-5,C1COC2=C(C=C(C=C2)C3=CC(=NC=N3)N4CCC(CC4)C(=O)N)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-6,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)NC5=CC=CC=C5)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-7,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)O)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-8,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C5=NC=CN5)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-055-9,C1COC2=C(C=C(C=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-0,C1COC2=C(C=C(C=C2)C3=NC(=NC=C3)N4CCC(CC4)C(=O)N)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-1,C1COC2=C(C=C(C=C2)C3=NC(=NC=N3)N4CCC(CC4)C(=O)N)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-2,C1COC2=C(C=C(C=C2)C3=NN=C(S3)N4CCC(CC4)C(=O)N)OC1,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-3,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-],,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-4,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=C(NC(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-5,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC(=C4)C(F)(F)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-6,C1COC2=C1C=C(C=C2)C3C4=C(C=CC5=CC=CC=C54)OC6=C3C(=N)N(C=N6)C7=CC=CC=C7,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-7,C1COCC=C1C2=C3C=CN(C3=CC(=N2)C4=CC5=C(CNC5=O)C=C4)CC6=CN=CC=C6,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-8,C1COCC=C1C2=C3C=CN(C3=CC(=N2)C4=CC=C(C=C4)CO)CC5=CN=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-056-9,C1COCCC1(CNC(=O)C2=CC=CC(=C2)C3=NOC(=N3)C(F)(F)F)C4=NC(=CS4)C5=CC=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-0,C1COCCC1CNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-1,C1COCCC1N2C[C@@H]3C[C@H](C2)C4=CC=C(C(=O)N4C3)C5=CC=CS5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-2,C1COCCN1C(=O)C2=NC(=C3N2C=CC=C3)C4=CN=CC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-3,C1COCCN1C(=O)C2=NC(=C3N2C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-4,C1COCCN1C(=O)CC2=CC=C(S2)C3=CSC(=N3)NC4=CC=C(C=C4)F,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-5,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3=NNC(=O)C4=CC=CC=C43,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-6,C1COCCN1C2=C3C=CN(C3=CC(=N2)C4=CC5=C(C=C4)C(=O)NC5)CC6=CC=NC=C6,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-7,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=C(C=C4)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-8,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-057-9,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-0,C1COCCN1C2=NC(=CS2)C3=CC=C(C=C3)Br,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-1,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-2,C1COCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-3,C1COCCN1C2=NC=NC3=C2C=CC(=C3)NC(=O)C4=CC(=CC=C4)Br,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-4,C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)NC(=O)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-5,C1COCCN1CCNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-6,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=CC=C3)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-7,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)S(=O)(=O)N4CCOCC4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-8,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=N4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-058-9,C1COCCN1S(=O)(=O)C2=CN=C(S2)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-0,C1COC[C@H](N1CC2=CC=C(C=C2)F)C3=NC=C(N3)C4=CC=C(S4)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-1,C1CS(=O)(=O)CCN1C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-2,C1C[C@@H](C[C@H]1NC2=NC=CC(=N2)C3=CC=NC=C3)NC(=O)CNC(=O)N,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-3,C1OC2=C(O1)C=C(C=C2)C3=NN4C(=NN=C4S3)C5=CC=CC=C5Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-4,C1OC2=C(O1)C=C(C=C2)C3NN4C(=NN=C4S3)C5=CC=CC=C5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-5,C=CC1=CC=C(C=C1)C(=O)N2CCCC(C2)CCC(=O)N3CCN(CC3)C4=CC=CC=N4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-6,C=CCC1=C(C(=CC=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-7,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-8,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-059-9,CC(=CCNC1=NC=NC2=C1NC=N2)C,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-0,CC(=O)C1=C(N=C(S1)NC(=O)C2=CC=CO2)C3=CC=CC=C3,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-1,CC(=O)C1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-2,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC(=O)C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-3,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)F)C(=O)O,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-4,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=C(C=C4C(=C3)CC(=O)N4)Cl,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-5,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)N4C)C,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-6,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-7,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)N4,,,2,2000000,0.301029996,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-8,CC(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-060-9,CC(=O)C1=CC=CC(=C1)C2=CSC3=C2C(=NC=N3)SC4=NN=NN4C,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-061-0,CC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC(=CC=C3)N(C)C,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
Pub-00-061-1,CC(=O)N1CCC(CC1)NC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,,,2.5,2500000,0.397940009,1,cm/s,,low permeability <2.0 (0); high permeability >2.5 (1) 
